Notification ID,Alarm Number,Alarm Type,Severity,Alarm Time,Probable Cause,Probable Cause Code,Alarm Text,Distinguished Name,Object Class,Acknowledgement State,Acknowledgement Time/UnAcknowledgement Time,Acknowledgement User,Cancel State,Cancel Time,Cancel User,Name,Maintenance Region Name,Site Name,Site Priority,Site Address,Extra Information,Diagnostic Info,User Additional Information,Supplementary Information,Additional Information 1,Additional Information 2,Additional Information 3,Correlation Indicator,Notes Indicator,Trouble Ticket Indicator,Alarm Sound,Instance Counter,Consecutive Number,Alarm Insertion Time,Alarm Update Time,Controlling Object Name,Origin Alarm Time,Origin Alarm Update Time,Origin Acknowledgement/UnAcknowledgement Time,Origin Cancel Time
9255,9255,Processing,Minor,2019-07-08 16:44:44,Indeterminate,0,Alarm Database upload Failure.,PLMN-PLMN/MRBTS-41077,MRBTS,false,,,false,,,NM1077S_ASR_S1,,NM1077,null,,,,2644,:,,,,false,false,,false,1,6887377,2019-07-08 16:44:44,2019-07-08 16:44:44,,2019-07-08 16:44:44 +05:00,2019-07-08 16:44:44 +05:00,,
9255,9255,Processing,Minor,2019-07-15 10:59:43,Indeterminate,0,Alarm Database upload Failure.,PLMN-PLMN/MRBTS-11657,MRBTS,false,,,false,,,TS1657S_ASR_S1,,TS1657,null,,,,3256,:,,,,false,false,,false,1,7540153,2019-07-15 10:59:43,2019-07-15 10:59:43,,2019-07-15 10:59:43 +05:00,2019-07-15 10:59:43 +05:00,,
633,7104,Quality Of Service,Major,2019-07-17 00:44:23,Indeterminate,0,CELL SERVICE PROBLEM,PLMN-PLMN/BSC-402054/BCF-112/BTS-943,BTS,false,,,false,,,TS1186D11,,,null,,,2404;N/A;SerialNo:N/A;sourceInfo:GSM/LCR-7,,TRX 10 RSSI failure on radio FXEF-2 and antenna 2;Affected RATs=GSM,,,,false,false,,false,1,7856805,2019-07-17 00:44:24,2019-07-17 00:44:23,,2019-07-17 00:44:23 +05:00,2019-07-17 00:44:23 +05:00,,
4449047,9047,Communication,Critical,2019-08-09 21:22:00,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-41077,MRBTS,false,,,false,,,NM1077S_ASR_S1,,NM1077,null,,,,,Operation timed out [URL:http://mrbts-41077.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,false,false,,false,31785,11587474,2019-08-09 21:22:00,2020-07-06 09:07:01,,2020-07-06 09:07:01 +05:00,2020-07-06 09:07:01 +05:00,,
eea52e70422d436fa380c50a9976896abd25e401,8502,Communication,Minor,2019-08-14 13:57:04,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-42211,MRBTS,false,,,false,,,NM2211S,,NM2211,null,,,,,No connection to BTS,,,,false,false,,false,1,12048473,2019-08-14 13:57:05,2019-08-14 13:57:04,,2019-08-14 13:57:04 +05:00,2019-08-14 13:57:04 +05:00,,
9255,9255,Processing,Minor,2019-08-14 14:07:02,Indeterminate,0,Alarm Database upload Failure.,PLMN-PLMN/MRBTS-42211,MRBTS,false,,,false,,,NM2211S,,NM2211,null,,,,5950,:,,,,false,false,,false,1,12048882,2019-08-14 14:07:02,2019-08-14 14:07:02,,2019-08-14 14:07:02 +05:00,2019-08-14 14:07:02 +05:00,,
eab5905fcc0ef53ac2fe8bfa83e99c853e68b0a7,8502,Communication,Minor,2019-08-15 18:03:20,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-10225,MRBTS,false,,,false,,,TS0225S_(1)_VIP_S0,,TS0225,null,,,,,No connection to BTS,,,,false,false,,false,1,12146941,2019-08-15 18:03:20,2019-08-15 18:03:20,,2019-08-15 18:03:20 +05:00,2019-08-15 18:03:20 +05:00,,
099902e4544244b0b0067b621f0f75a826969c84,8502,Communication,Minor,2019-08-15 18:05:02,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-42214,MRBTS,false,,,false,,,NM2214S,,NM2214,null,,,,,No connection to BTS,,,,false,false,,false,1,12147017,2019-08-15 18:05:02,2019-08-15 18:05:02,,2019-08-15 18:05:02 +05:00,2019-08-15 18:05:02 +05:00,,
9255,9255,Processing,Minor,2019-08-15 18:07:02,Indeterminate,0,Alarm Database upload Failure.,PLMN-PLMN/MRBTS-10225,MRBTS,false,,,false,,,TS0225S_(1)_VIP_S0,,TS0225,null,,,,6124,:,,,,false,false,,false,1,12147112,2019-08-15 18:07:02,2019-08-15 18:07:02,,2019-08-15 18:07:02 +05:00,2019-08-15 18:07:02 +05:00,,
9255,9255,Processing,Minor,2019-08-15 18:19:22,Indeterminate,0,Alarm Database upload Failure.,PLMN-PLMN/MRBTS-42214,MRBTS,false,,,false,,,NM2214S,,NM2214,null,,,,6163,:,,,,false,false,,false,1,12147491,2019-08-15 18:19:22,2019-08-15 18:19:22,,2019-08-15 18:19:22 +05:00,2019-08-15 18:19:22 +05:00,,
c079c805605526880858961a3162311d0c1c4731,7115,Quality Of Service,Minor,2019-08-19 10:32:12,Indeterminate,0,BASE STATION INFORMATION,PLMN-PLMN/BSC-407979/BCF-3030,BCF,false,,,false,,,TEST_TS16_BSTSN99,,,null,,,2412 additionalFaultID=2412,,OMU signaling connection failure in Abis interface,,,,false,false,,false,1,12367332,2019-08-19 10:32:18,2019-08-19 10:32:12,,2019-08-19 10:32:12 +05:00,2019-08-19 10:32:12 +05:00,,
bc4ac89c9515cc0bf51f469ee5ab27ac861717b2,8502,Communication,Minor,2019-09-10 15:46:48,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-12726,MRBTS,false,,,false,,,TS2726S_S0,,TS2726,null,,,,,No connection to BTS,,,,false,false,,false,1,14746147,2019-09-10 15:46:48,2019-09-10 15:46:48,,2019-09-10 15:46:48 +05:00,2019-09-10 15:46:48 +05:00,,
9255,9255,Processing,Minor,2019-09-10 15:49:22,Indeterminate,0,Alarm Database upload Failure.,PLMN-PLMN/MRBTS-12726,MRBTS,false,,,false,,,TS2726S_S0,,TS2726,null,,,,8136,:,,,,false,false,,false,1,14746588,2019-09-10 15:49:22,2019-09-10 15:49:22,,2019-09-10 15:49:22 +05:00,2019-09-10 15:49:22 +05:00,,
e1fce048353b9821fbc05dd0e0d0b522ef9b35ce,8502,Communication,Minor,2019-09-27 14:07:57,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-32206,MRBTS,false,,,false,,,FR2206S,,FR2206,null,,,,,No connection to BTS,,,,false,false,,false,1,17558921,2019-09-27 14:07:58,2019-09-27 14:07:57,,2019-09-27 14:07:57 +05:00,2019-09-27 14:07:57 +05:00,,
2abb098a7cc0d7774c7e7b459135adde82a66920,8502,Communication,Minor,2019-09-29 21:05:51,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-40553,MRBTS,false,,,false,,,NM0553S_(28)_FG_MUX_S0,,NM0553,null,,,,,No connection to BTS,,,,false,false,,false,1,18134492,2019-09-29 21:05:52,2019-09-29 21:05:51,,2019-09-29 21:05:51 +05:00,2019-09-29 21:05:51 +05:00,,
08eea1aaf7c505d1cec7b8b20fdac152cc9e0bab,8502,Communication,Minor,2019-10-13 10:14:43,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-30298,MRBTS,false,,,false,,,FR0298S_(1)_VIP_S0,,FR0298,null,,,,,No connection to BTS,,,,false,false,,false,1,20521868,2019-10-13 10:14:43,2019-10-13 10:14:43,,2019-10-13 10:14:43 +05:00,2019-10-13 10:14:43 +05:00,,
44585642f29a0e7ed2e8caaaa60ba981cd987948,8502,Communication,Minor,2019-10-13 10:42:48,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-31057,MRBTS,false,,,false,,,FR1057S_S1,,FR1057,null,,,,,No connection to BTS,,,,false,false,,false,1,20524988,2019-10-13 10:42:48,2019-10-13 10:42:48,,2019-10-13 10:42:48 +05:00,2019-10-13 10:42:48 +05:00,,
c84a324eecf239c50539a33d1f4276c262477fad,8502,Communication,Minor,2019-10-13 10:42:48,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-31062,MRBTS,false,,,false,,,FR1062S_S1,,FR1062,null,,,,,No connection to BTS,,,,false,false,,false,1,20524989,2019-10-13 10:42:48,2019-10-13 10:42:48,,2019-10-13 10:42:48 +05:00,2019-10-13 10:42:48 +05:00,,
12658,7729,Processing,Critical,2019-10-18 16:14:32,Indeterminate,0,RADIO NETWORK RECOVERY FAILED,PLMN-PLMN/BSC-402054/BCF-232,BCF,false,,,false,,,TS1669D_(1)_ASR_MUX_S0,,TS1669,null,,,FF FF FF FF FF FF,,65535d FFFF FFFF 01 11356d,,,,false,false,,false,1,21577312,2019-10-18 16:23:58,2019-10-18 16:14:32,,2019-10-18 16:14:32 +05:00,2019-10-18 16:14:32 +05:00,,
cddcb66733e4a692258865dc0b105625b71c79c2,8502,Communication,Minor,2019-10-21 17:03:49,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-31142,MRBTS,false,,,false,,,FR1142S_S1,,FR1142,null,,,,,No connection to BTS,,,,false,false,,false,1,22125676,2019-10-21 17:03:50,2019-10-21 17:03:49,,2019-10-21 17:03:49 +05:00,2019-10-21 17:03:49 +05:00,,
25c447a179ada1f297a262258bcebeea4a4cf874,8502,Communication,Minor,2019-10-21 17:05:20,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-32057,MRBTS,false,,,false,,,FR2057S_FG_S1,,FR2057,null,,,,,No connection to BTS,,,,false,false,,false,1,22125940,2019-10-21 17:05:20,2019-10-21 17:05:20,,2019-10-21 17:05:20 +05:00,2019-10-21 17:05:20 +05:00,,
0c0901045962beabee96c2f4416cfdddb5d5044d,8502,Communication,Minor,2019-10-21 17:06:45,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-41047,MRBTS,false,,,false,,,NM1047S_FG_S1,,NM1047,null,,,,,No connection to BTS,,,,false,false,,false,1,22126156,2019-10-21 17:06:45,2019-10-21 17:06:45,,2019-10-21 17:06:45 +05:00,2019-10-21 17:06:45 +05:00,,
5aa21cebb88d7fb32e89d8b8292d31c4d42ac7ee,8502,Communication,Minor,2019-10-21 17:06:45,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-41055,MRBTS,false,,,false,,,NM1055S_FG_S0,,NM1055,null,,,,,No connection to BTS,,,,false,false,,false,1,22126158,2019-10-21 17:06:45,2019-10-21 17:06:45,,2019-10-21 17:06:45 +05:00,2019-10-21 17:06:45 +05:00,,
9255,9255,Processing,Minor,2019-10-21 17:07:02,Indeterminate,0,Alarm Database upload Failure.,PLMN-PLMN/MRBTS-41055,MRBTS,false,,,false,,,NM1055S_FG_S0,,NM1055,null,,,,12810,:,,,,false,false,,false,1,22126206,2019-10-21 17:07:02,2019-10-21 17:07:02,,2019-10-21 17:07:02 +05:00,2019-10-21 17:07:02 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:29:42,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-11657,MRBTS,false,,,false,,,TS1657S_ASR_S1,,TS1657,null,,,,,Operation timed out [URL:http://mrbts-11657.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,false,false,,false,23984,23650198,2019-10-30 03:29:42,2020-07-06 09:14:42,,2020-07-06 09:14:42 +05:00,2020-07-06 09:14:42 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:34:22,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-32206,MRBTS,false,,,false,,,FR2206S,,FR2206,null,,,,,Operation timed out [URL:http://mrbts-32206.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,23987,23650427,2019-10-30 03:34:22,2020-07-06 09:04:22,,2020-07-06 09:04:22 +05:00,2020-07-06 09:04:22 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:34:22,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-12726,MRBTS,false,,,false,,,TS2726S_S0,,TS2726,null,,,,,Operation timed out [URL:http://mrbts-12726.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,23984,23650431,2019-10-30 03:34:22,2020-07-06 09:04:22,,2020-07-06 09:04:22 +05:00,2020-07-06 09:04:22 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:34:23,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-41047,MRBTS,false,,,false,,,NM1047S_FG_S1,,NM1047,null,,,,,Operation timed out [URL:http://mrbts-41047.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,23985,23650434,2019-10-30 03:34:23,2020-07-06 09:04:23,,2020-07-06 09:04:23 +05:00,2020-07-06 09:04:23 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:34:23,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-31057,MRBTS,false,,,false,,,FR1057S_S1,,FR1057,null,,,,,Operation timed out [URL:http://mrbts-31057.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,23983,23650438,2019-10-30 03:34:23,2020-07-06 09:04:23,,2020-07-06 09:04:23 +05:00,2020-07-06 09:04:23 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:34:23,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-31062,MRBTS,false,,,false,,,FR1062S_S1,,FR1062,null,,,,,Operation timed out [URL:http://mrbts-31062.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,23983,23650442,2019-10-30 03:34:23,2020-07-06 09:04:23,,2020-07-06 09:04:23 +05:00,2020-07-06 09:04:23 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:34:23,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-32036,MRBTS,false,,,false,,,FR2036S_(1)_S1,,FR2036,null,,,,,Operation timed out [URL:http://mrbts-32036.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,false,false,,false,23986,23650444,2019-10-30 03:34:23,2020-07-06 09:04:23,,2020-07-06 09:04:23 +05:00,2020-07-06 09:04:23 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:34:24,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-30298,MRBTS,false,,,false,,,FR0298S_(1)_VIP_S0,,FR0298,null,,,,,Operation timed out [URL:http://mrbts-30298.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,23984,23650453,2019-10-30 03:34:24,2020-07-06 09:04:24,,2020-07-06 09:04:24 +05:00,2020-07-06 09:04:24 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:34:25,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-42214,MRBTS,false,,,false,,,NM2214S,,NM2214,null,,,,,Operation timed out [URL:http://mrbts-42214.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,23984,23650455,2019-10-30 03:34:25,2020-07-06 09:04:25,,2020-07-06 09:04:25 +05:00,2020-07-06 09:04:25 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:34:25,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-31142,MRBTS,false,,,false,,,FR1142S_S1,,FR1142,null,,,,,Operation timed out [URL:http://mrbts-31142.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,23988,23650461,2019-10-30 03:34:25,2020-07-06 09:04:25,,2020-07-06 09:04:25 +05:00,2020-07-06 09:04:25 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:34:26,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-40553,MRBTS,false,,,false,,,NM0553S_(28)_FG_MUX_S0,,NM0553,null,,,,,Operation timed out [URL:http://mrbts-40553.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,23986,23650466,2019-10-30 03:34:26,2020-07-06 09:04:26,,2020-07-06 09:04:26 +05:00,2020-07-06 09:04:26 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:37:02,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-32057,MRBTS,false,,,false,,,FR2057S_FG_S1,,FR2057,null,,,,,Operation timed out [URL:http://mrbts-32057.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,23985,23650640,2019-10-30 03:37:02,2020-07-06 09:07:01,,2020-07-06 09:07:01 +05:00,2020-07-06 09:07:01 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:37:02,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-41055,MRBTS,false,,,false,,,NM1055S_FG_S0,,NM1055,null,,,,,Operation timed out [URL:http://mrbts-41055.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,23986,23650642,2019-10-30 03:37:02,2020-07-06 09:07:01,,2020-07-06 09:07:01 +05:00,2020-07-06 09:07:01 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:37:02,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-42211,MRBTS,false,,,false,,,NM2211S,,NM2211,null,,,,,Operation timed out [URL:http://mrbts-42211.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,23983,23650644,2019-10-30 03:37:03,2020-07-06 09:07:01,,2020-07-06 09:07:01 +05:00,2020-07-06 09:07:01 +05:00,,
4449047,9047,Communication,Critical,2019-10-30 03:37:03,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-10225,MRBTS,false,,,false,,,TS0225S_(1)_VIP_S0,,TS0225,null,,,,,Operation timed out [URL:http://mrbts-10225.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,23983,23650645,2019-10-30 03:37:03,2020-07-06 09:07:01,,2020-07-06 09:07:01 +05:00,2020-07-06 09:07:01 +05:00,,
4449047,9047,Communication,Critical,2019-11-29 17:49:26,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-42569,MRBTS,false,,,false,,,NM2569S_S1,,NM2569,null,,,,,Operation timed out [URL:http://mrbts-42569.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,21049,31121803,2019-11-29 17:49:26,2020-07-06 09:04:26,,2020-07-06 09:04:26 +05:00,2020-07-06 09:04:26 +05:00,,
780a89b3f90ae0faf1bd560b68b39aa2bfac9dfe,8502,Communication,Minor,2019-12-12 13:51:07,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-10379,MRBTS,false,,,false,,,TS0379S_S0,,TS0379,null,,,,,No connection to BTS,,,,false,false,,false,1,35020867,2019-12-12 13:51:08,2019-12-12 13:51:07,,2019-12-12 13:51:07 +05:00,2019-12-12 13:51:07 +05:00,,
12f553e3b895bc40b273bbe926bba13b003751c8,8502,Communication,Minor,2019-12-12 13:52:43,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-10540,MRBTS,false,,,false,,,TS0540S,,TS0540,null,,,,,No connection to BTS,,,,false,false,,false,1,35021067,2019-12-12 13:52:43,2019-12-12 13:52:43,,2019-12-12 13:52:43 +05:00,2019-12-12 13:52:43 +05:00,,
4449047,9047,Communication,Critical,2019-12-12 13:53:24,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-10379,MRBTS,false,,,false,,,TS0379S_S0,,TS0379,null,,,,,Operation timed out [URL:http://mrbts-10379.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,19823,35021159,2019-12-12 13:53:24,2020-07-06 09:08:26,,2020-07-06 09:08:26 +05:00,2020-07-06 09:08:26 +05:00,,
e1d2f4dae1ccce01dde46e6aa33266348d52d260,8502,Communication,Minor,2019-12-12 13:55:50,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-11076,MRBTS,false,,,false,,,TS1076S_S1,,TS1076,null,,,,,No connection to BTS,,,,false,false,,false,1,35021679,2019-12-12 13:55:51,2019-12-12 13:55:50,,2019-12-12 13:55:50 +05:00,2019-12-12 13:55:50 +05:00,,
06334e805228bfa98455ba555ef4d8ab1c5b6b62,8502,Communication,Minor,2019-12-12 13:57:24,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-11134,MRBTS,false,,,false,,,TS1134S_S0,,TS1134,null,,,,,No connection to BTS,,,,false,false,,false,1,35021856,2019-12-12 13:57:24,2019-12-12 13:57:24,,2019-12-12 13:57:24 +05:00,2019-12-12 13:57:24 +05:00,,
bcfcbfba6136aee51488eea6fa2986fbab57eedb,8502,Communication,Minor,2019-12-12 13:59:03,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-11474,MRBTS,false,,,false,,,TS1474S_S2,,TS1474,null,,,,,No connection to BTS,,,,false,false,,false,1,35022180,2019-12-12 13:59:04,2019-12-12 13:59:03,,2019-12-12 13:59:03 +05:00,2019-12-12 13:59:03 +05:00,,
967c50ebb8196d54f45146651fd06ec3ba6d51d8,8502,Communication,Minor,2019-12-12 13:59:27,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-11628,MRBTS,false,,,false,,,TS1628S_S2,,TS1628,null,,,,,No connection to BTS,,,,false,false,,false,1,35022290,2019-12-12 13:59:28,2019-12-12 13:59:27,,2019-12-12 13:59:27 +05:00,2019-12-12 13:59:27 +05:00,,
bd87d4cea4475d5485d2bc7dcfac916db5801f4c,8502,Communication,Minor,2019-12-12 13:59:27,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-11608,MRBTS,false,,,false,,,TS1608S_S0,,TS1608,null,,,,,No connection to BTS,,,,false,false,,false,1,35022291,2019-12-12 13:59:28,2019-12-12 13:59:27,,2019-12-12 13:59:27 +05:00,2019-12-12 13:59:27 +05:00,,
65e3b2e00a9d05581de6af83d9b4572ae2968bea,8502,Communication,Minor,2019-12-12 14:00:33,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-11683,MRBTS,false,,,false,,,TS1683S_S0,,TS1683,null,,,,,No connection to BTS,,,,false,false,,false,1,35022646,2019-12-12 14:00:33,2019-12-12 14:00:33,,2019-12-12 14:00:33 +05:00,2019-12-12 14:00:33 +05:00,,
078a8ced426ce2ef27848f8d4526a88a39f4ab29,8502,Communication,Minor,2019-12-12 14:00:33,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-11680,MRBTS,false,,,false,,,TS1680S_S0,,TS1680,null,,,,,No connection to BTS,,,,false,false,,false,1,35022647,2019-12-12 14:00:33,2019-12-12 14:00:33,,2019-12-12 14:00:33 +05:00,2019-12-12 14:00:33 +05:00,,
eb69d0cd7d09697016e1caba54dff502f6ca2275,8502,Communication,Minor,2019-12-12 14:02:10,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-12091,MRBTS,false,,,false,,,TS2091S_S1,,TS2091,null,,,,,No connection to BTS,,,,false,false,,false,1,35023113,2019-12-12 14:02:10,2019-12-12 14:02:10,,2019-12-12 14:02:10 +05:00,2019-12-12 14:02:10 +05:00,,
7d8f524aa2212e8e04ba18802df0cfd73eb0397f,8502,Communication,Minor,2019-12-12 14:02:10,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-12031,MRBTS,false,,,false,,,TS2031S_S1,,TS2031,null,,,,,No connection to BTS,,,,false,false,,false,1,35023114,2019-12-12 14:02:10,2019-12-12 14:02:10,,2019-12-12 14:02:10 +05:00,2019-12-12 14:02:10 +05:00,,
cb1381585146b48cbc4dc9d6f4846250e31fc3cd,8502,Communication,Minor,2019-12-12 14:02:10,Indeterminate,0,No connection to BTS,PLMN-PLMN/MRBTS-12061,MRBTS,false,,,false,,,TS2061S_S1,,TS2061,null,,,,,No connection to BTS,,,,false,false,,false,1,35023121,2019-12-12 14:02:10,2019-12-12 14:02:10,,2019-12-12 14:02:10 +05:00,2019-12-12 14:02:10 +05:00,,
4449047,9047,Communication,Critical,2019-12-12 14:08:23,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-11680,MRBTS,false,,,false,,,TS1680S_S0,,TS1680,null,,,,,Operation timed out [URL:http://mrbts-11680.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,19822,35024810,2019-12-12 14:08:23,2020-07-06 09:08:23,,2020-07-06 09:08:23 +05:00,2020-07-06 09:08:23 +05:00,,
4449047,9047,Communication,Critical,2019-12-12 14:08:23,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-12123,MRBTS,false,,,false,,,TS2123S_S1,,TS2123,null,,,,,Operation timed out [URL:http://mrbts-12123.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,false,false,,false,19822,35024812,2019-12-12 14:08:23,2020-07-06 09:08:23,,2020-07-06 09:08:23 +05:00,2020-07-06 09:08:23 +05:00,,
4449047,9047,Communication,Critical,2019-12-12 14:08:23,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-11683,MRBTS,false,,,false,,,TS1683S_S0,,TS1683,null,,,,,Operation timed out [URL:http://mrbts-11683.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,19823,35024814,2019-12-12 14:08:23,2020-07-06 09:08:23,,2020-07-06 09:08:23 +05:00,2020-07-06 09:08:23 +05:00,,
4449047,9047,Communication,Critical,2019-12-12 14:08:24,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-11608,MRBTS,false,,,false,,,TS1608S_S0,,TS1608,null,,,,,Operation timed out [URL:http://mrbts-11608.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,19821,35024815,2019-12-12 14:08:24,2020-07-06 09:08:25,,2020-07-06 09:08:25 +05:00,2020-07-06 09:08:25 +05:00,,
4449047,9047,Communication,Critical,2019-12-12 14:08:24,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-11628,MRBTS,false,,,false,,,TS1628S_S2,,TS1628,null,,,,,Operation timed out [URL:http://mrbts-11628.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,19822,35024818,2019-12-12 14:08:24,2020-07-06 09:08:25,,2020-07-06 09:08:25 +05:00,2020-07-06 09:08:25 +05:00,,
4449047,9047,Communication,Critical,2019-12-12 14:08:24,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-12104,MRBTS,false,,,false,,,TS2104S_S1,,TS2104,null,,,,,Operation timed out [URL:http://mrbts-12104.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,false,false,,false,19823,35024821,2019-12-12 14:08:24,2020-07-06 09:08:25,,2020-07-06 09:08:25 +05:00,2020-07-06 09:08:25 +05:00,,
4449047,9047,Communication,Critical,2019-12-12 14:08:24,Loss Of Signal,8,NE3SWS AGENT NOT RESPONDING TO REQUESTS,PLMN-PLMN/MRBTS-12091,MRBTS,false,,,false,,,TS2091S_S1,,TS2091,null,,,,,Operation timed out [URL:http://mrbts-12091.r04.netact.ucell.uz:8080/NE3S/1.0/],,,,true,false,,false,19823,35024822,2019-12-12 14:08:24,2020-07-06 09:08:25,,2020-07-06 09:08:25 +05:00,2020-07-06 09:08:25 +05:00,,
